,X,Y
,0.1,1.748835364
,0.124623116,1.735350945
,0.149246231,1.718888237
,0.173869347,1.880153053
,0.198492462,1.848686038
,0.223115578,1.862709864
,0.247738693,1.68747431
,0.272361809,1.748531041
,0.296984925,1.586420961
,0.32160804,1.653545724
,0.346231156,1.784427705
,0.370854271,1.691251343
,0.395477387,1.734856726
,0.420100503,1.758991549
,0.444723618,1.497106914
,0.469346734,1.440347155
,0.493969849,1.510918748
,0.518592965,1.372831952
,0.54321608,1.428339264
,0.567839196,1.424452531
,0.592462312,1.594520955
,0.617085427,1.279905962
,0.641708543,1.331597809
,0.666331658,1.543121369
,0.690954774,1.294841085
,0.715577889,1.164948854
,0.740201005,1.294642013
,0.764824121,1.392737083
,0.789447236,1.069191729
,0.814070352,1.246264357
,0.838693467,1.128492407
,0.863316583,1.311477977
,0.887939698,1.442251455
,0.912562814,1.267337728
,0.93718593,1.279130102
,0.961809045,1.280155843
,0.986432161,1.357387579
,1.011055276,1.320791773
,1.035678392,1.23543977
,1.060301508,1.243261716
,1.084924623,1.267929325
,1.109547739,1.28654563
,1.134170854,1.044259943
,1.15879397,1.174674468
,1.183417085,1.102265751
,1.208040201,1.244886234
,1.232663317,1.188269605
,1.257286432,1.323527906
,1.281909548,1.239146475
,1.306532663,0.960778138
,1.331155779,1.205642785
,1.355778894,1.249582273
,1.38040201,1.070768096
,1.405025126,0.991092466
,1.429648241,1.078080063
,1.454271357,1.035824502
,1.478894472,0.900868954
,1.503517588,1.079367614
,1.528140704,1.23012607
,1.552763819,1.14125856
,1.577386935,1.125893639
,1.60201005,0.941967871
,1.626633166,0.968303158
,1.651256281,0.946460357
,1.675879397,1.084690691
,1.700502513,0.839993027
,1.725125628,0.914314549
,1.749748744,0.822239542
,1.774371859,0.958270267
,1.798994975,0.806241397
,1.82361809,0.881697333
,1.848241206,0.93887364
,1.872864322,0.880887378
,1.897487437,0.945631844
,1.922110553,0.756100628
,1.946733668,1.142134715
,1.971356784,0.968869637
,1.995979899,0.786447987
,2.020603015,0.667272114
,2.045226131,0.845766404
,2.069849246,0.796788224
,2.094472362,0.813978598
,2.119095477,0.742755184
,2.143718593,0.834615532
,2.168341709,0.785218789
,2.192964824,0.879383622
,2.21758794,0.798515109
,2.242211055,0.725736712
,2.266834171,0.555844562
,2.291457286,0.727421351
,2.316080402,0.91344573
,2.340703518,0.701913538
,2.365326633,0.622256832
,2.389949749,0.872797429
,2.414572864,0.786385983
,2.43919598,0.742222559
,2.463819095,0.798815271
,2.488442211,0.875326424
,2.513065327,0.644237135
,2.537688442,0.727812063
,2.562311558,0.933764316
,2.586934673,0.789707413
,2.611557789,0.735262088
,2.636180905,0.743861471
,2.66080402,0.675392189
,2.685427136,0.582547806
,2.710050251,0.792132682
,2.734673367,0.79556504
,2.759296482,0.787203543
,2.783919598,0.551341262
,2.808542714,0.790190103
,2.833165829,0.560165114
,2.857788945,0.674780662
,2.88241206,0.694594612
,2.907035176,0.797397056
,2.931658291,0.575328714
,2.956281407,0.557634571
,2.980904523,0.837880554
,3.005527638,0.590515251
,3.030150754,0.652574645
,3.054773869,0.622378709
,3.079396985,0.680163527
,3.104020101,0.681999223
,3.128643216,0.850195091
,3.153266332,0.744169899
,3.177889447,0.411051137
,3.202512563,0.497748286
,3.227135678,0.574930857
,3.251758794,0.613803195
,3.27638191,0.601266031
,3.301005025,0.70158208
,3.325628141,0.571751189
,3.350251256,0.739235552
,3.374874372,0.469832186
,3.399497487,0.725306188
,3.424120603,0.537109013
,3.448743719,0.440119684
,3.473366834,0.60764875
,3.49798995,0.430174891
,3.522613065,0.654095473
,3.547236181,0.533957631
,3.571859296,0.352332306
,3.596482412,0.39201417
,3.621105528,0.514483766
,3.645728643,0.636420182
,3.670351759,0.79533082
,3.694974874,0.800222037
,3.71959799,0.638831117
,3.744221106,0.497218146
,3.768844221,0.541939668
,3.793467337,0.6712192
,3.818090452,0.504525943
,3.842713568,0.332047035
,3.867336683,0.697113295
,3.891959799,0.723670718
,3.916582915,0.603941635
,3.94120603,0.598509127
,3.965829146,0.496633005
,3.990452261,0.540149943
,4.015075377,0.731412959
,4.039698492,0.484747707
,4.064321608,0.684717175
,4.088944724,0.613572424
,4.113567839,0.507449824
,4.138190955,0.513356137
,4.16281407,0.790898522
,4.187437186,0.399613568
,4.212060302,0.730550808
,4.236683417,0.757566641
,4.261306533,0.448156935
,4.285929648,0.486323719
,4.310552764,0.405686145
,4.335175879,0.457862169
,4.359798995,0.405526285
,4.384422111,0.718834324
,4.409045226,0.188019313
,4.433668342,0.579108573
,4.458291457,0.379707074
,4.482914573,0.79578903
,4.507537688,0.533149859
,4.532160804,0.322217813
,4.55678392,0.512583146
,4.581407035,0.345865555
,4.606030151,0.647228144
,4.630653266,0.704113235
,4.655276382,0.607717629
,4.679899497,0.698138186
,4.704522613,0.510800285
,4.729145729,0.483590816
,4.753768844,0.491878755
,4.77839196,0.449629784
,4.803015075,0.478268713
,4.827638191,0.687789829
,4.852261307,0.423036434
,4.876884422,0.40640755
,4.901507538,0.599620188
,4.926130653,0.629252789
,4.950753769,0.446656238
,4.975376884,0.512908602
,5,0.557968533
